STT,Text,Labels
,Ứng dụng PhoneControl Block Spam Calls đã bị Trung tâm Quản trị Hệ thống đưa vào danh sách đen các phần mềm độc hại.,Thong_Tin_Trung_Tam
,Trung tâm Quản trị Hệ thống thông báo ứng dụng CallerID là một phần mềm mạo danh trên CH Play nhằm chiếm đoạt tài sản.,Thong_Tin_Trung_Tam
,Trung tâm Quản trị Hệ thống cảnh báo người dùng về việc ứng dụng Easy Bass Booster có chứa mã độc lừa đảo.,Thong_Tin_Trung_Tam
,"Theo Trung tâm Quản trị Hệ thống, ứng dụng Parallax paper 3D nằm trong danh sách nhiễm mã độc GriftHorse cần gỡ bỏ ngay lập tức.",Thong_Tin_Trung_Tam
,Trung tâm Quản trị Hệ thống khuyến cáo giảng viên và sinh viên xóa khẩn cấp ứng dụng 3D Camera To Plan khỏi điện thoại.,Thong_Tin_Trung_Tam
,Ứng dụng Coupons & Gifts: InstaShop đã bị Trung tâm Quản trị Hệ thống đưa vào danh sách đen các phần mềm độc hại.,Thong_Tin_Trung_Tam
,Trung tâm Quản trị Hệ thống thông báo ứng dụng SnapLens - Photo Translator là một phần mềm mạo danh trên CH Play nhằm chiếm đoạt tài sản.,Thong_Tin_Trung_Tam
,Trung tâm Quản trị Hệ thống cảnh báo người dùng về việc ứng dụng Qibla Finder - Qibla Direction có chứa mã độc lừa đảo.,Thong_Tin_Trung_Tam
,"Theo Trung tâm Quản trị Hệ thống, ứng dụng FindContact nằm trong danh sách nhiễm mã độc GriftHorse cần gỡ bỏ ngay lập tức.",Thong_Tin_Trung_Tam
,Trung tâm Quản trị Hệ thống khuyến cáo giảng viên và sinh viên xóa khẩn cấp ứng dụng Qibla Pass Direction khỏi điện thoại.,Thong_Tin_Trung_Tam
,Ứng dụng Stickers Maker for WhatsApp đã bị Trung tâm Quản trị Hệ thống đưa vào danh sách đen các phần mềm độc hại.,Thong_Tin_Trung_Tam
,Trung tâm Quản trị Hệ thống thông báo ứng dụng Launcher iOS for Android là một phần mềm mạo danh trên CH Play nhằm chiếm đoạt tài sản.,Thong_Tin_Trung_Tam
,Trung tâm Quản trị Hệ thống cảnh báo người dùng về việc ứng dụng Caller-x có chứa mã độc lừa đảo.,Thong_Tin_Trung_Tam
,"Theo Trung tâm Quản trị Hệ thống, ứng dụng Qibla direction watch (compass) nằm trong danh sách nhiễm mã độc GriftHorse cần gỡ bỏ ngay lập tức.",Thong_Tin_Trung_Tam
,Trung tâm Quản trị Hệ thống khuyến cáo giảng viên và sinh viên xóa khẩn cấp ứng dụng Call Blocker-Spam Call Blocker khỏi điện thoại.,Thong_Tin_Trung_Tam
,Ứng dụng Clap đã bị Trung tâm Quản trị Hệ thống đưa vào danh sách đen các phần mềm độc hại.,Thong_Tin_Trung_Tam
,Trung tâm Quản trị Hệ thống thông báo ứng dụng Amazing Sticky Slime Simulator ASMRu200f là một phần mềm mạo danh trên CH Play nhằm chiếm đoạt tài sản.,Thong_Tin_Trung_Tam
,Trung tâm Quản trị Hệ thống cảnh báo người dùng về việc ứng dụng Live Mobile Number Tracker có chứa mã độc lừa đảo.,Thong_Tin_Trung_Tam
,"Theo Trung tâm Quản trị Hệ thống, ứng dụng Photo Effect Pro nằm trong danh sách nhiễm mã độc GriftHorse cần gỡ bỏ ngay lập tức.",Thong_Tin_Trung_Tam
,Trung tâm Quản trị Hệ thống khuyến cáo giảng viên và sinh viên xóa khẩn cấp ứng dụng CallHelp: Second Phone Number khỏi điện thoại.,Thong_Tin_Trung_Tam
,Ứng dụng Free Coupons 2021 đã bị Trung tâm Quản trị Hệ thống đưa vào danh sách đen các phần mềm độc hại.,Thong_Tin_Trung_Tam
,Trung tâm Quản trị Hệ thống thông báo ứng dụng iConnected Tracker là một phần mềm mạo danh trên CH Play nhằm chiếm đoạt tài sản.,Thong_Tin_Trung_Tam
,Trung tâm Quản trị Hệ thống cảnh báo người dùng về việc ứng dụng GPS Phone Tracker - Family Locator Call có chứa mã độc lừa đảo.,Thong_Tin_Trung_Tam
,"Theo Trung tâm Quản trị Hệ thống, ứng dụng Daily Horoscope & Life Palmestry nằm trong danh sách nhiễm mã độc GriftHorse cần gỡ bỏ ngay lập tức.",Thong_Tin_Trung_Tam
,Trung tâm Quản trị Hệ thống khuyến cáo giảng viên và sinh viên xóa khẩn cấp ứng dụng Smart Call Recorder khỏi điện thoại.,Thong_Tin_Trung_Tam
,Ứng dụng KFC Saudi - Get free delivery and 50% off coupons đã bị Trung tâm Quản trị Hệ thống đưa vào danh sách đen các phần mềm độc hại.,Thong_Tin_Trung_Tam
,Trung tâm Quản trị Hệ thống thường xuyên ra thông báo về việc thu hồi hệ thống thư điện tử (email) đối với các sinh viên và học viên đã tốt nghiệp.,Thong_Tin_Trung_Tam
,Trung tâm Quản trị Hệ thống thực hiện việc thu hồi email của người học căn cứ vào Quyết định số 1440/QĐ-ĐHCN về quản lý và sử dụng Hệ thống thư điện tử của Trường Đại học Công nghiệp TP.HCM.,Thong_Tin_Trung_Tam
,Trung tâm Quản trị Hệ thống cũng áp dụng Quyết định số 432/QĐ-ĐHCN về việc ban hành Quy định quản lý và sử dụng Hệ thống thư điện tử làm căn cứ pháp lý để thu hồi email.,Thong_Tin_Trung_Tam
,"Trung tâm Quản trị Hệ thống khuyến cáo mạnh mẽ các sinh viên, học viên đã tốt nghiệp cần có kế hoạch sao lưu dữ liệu email và dữ liệu cá nhân phù hợp trước thời hạn thu hồi.",Thong_Tin_Trung_Tam
,"Trung tâm Quản trị Hệ thống tuyên bố sẽ không chịu trách nhiệm về việc mất mát dữ liệu của sinh viên, học viên sau khi đã tiến hành thu hồi email theo đúng quy định.",Thong_Tin_Trung_Tam
,"Ngoài các trường hợp đã tốt nghiệp, Trung tâm Quản trị Hệ thống cũng tiến hành thu hồi email đối với các trường hợp sinh viên bảo lưu, bị đình chỉ, thôi học hoặc vượt quá thời hạn học tập.",Thong_Tin_Trung_Tam
,Trung tâm Quản trị Hệ thống thông báo sẽ tiến hành thu hồi email của sinh viên tốt nghiệp đợt tháng 10/2025 và học viên tốt nghiệp đợt tháng 08/2025 dự kiến bắt đầu từ ngày 03/11/2025.,Thong_Tin_Trung_Tam
,Trung tâm Quản trị Hệ thống dự kiến từ ngày 12/08/2025 sẽ tiến hành thu hồi email của sinh viên tốt nghiệp đợt tháng 07/2025 và học viên tốt nghiệp đợt tháng 04/2025.,Thong_Tin_Trung_Tam
,"Theo kế hoạch, Trung tâm Quản trị Hệ thống sẽ thu hồi email của sinh viên tốt nghiệp đợt tháng 02/2025 và học viên tốt nghiệp đợt tháng 11/2024 dự kiến từ ngày 07/04/2025.",Thong_Tin_Trung_Tam
,Trung tâm Quản trị Hệ thống phát đi thông báo dự kiến từ ngày 18/11/2024 sẽ tiến hành thu hồi email của sinh viên tốt nghiệp đợt tháng 10/2024 và học viên tốt nghiệp đợt tháng 08/2024.,Thong_Tin_Trung_Tam
,Trung tâm Quản trị Hệ thống thông báo thời gian tiến hành thu hồi email của sinh viên đã tốt nghiệp đợt tháng 07/2024 dự kiến bắt đầu từ ngày 05/08/2024.,Thong_Tin_Trung_Tam
,"Trung tâm Quản trị Hệ thống dự kiến từ ngày 12/04/2024 sẽ thu hồi email của học viên tốt nghiệp tháng 11/2023, sinh viên tốt nghiệp tháng 03/2024 và các trường hợp bảo lưu, đình chỉ, thôi học.",Thong_Tin_Trung_Tam
,"Theo thông báo của Trung tâm Quản trị Hệ thống, đợt thu hồi email đối với học viên tốt nghiệp đợt tháng 09/2023 và sinh viên tốt nghiệp đợt tháng 10/2023 dự kiến diễn ra từ ngày 04/11/2023.",Thong_Tin_Trung_Tam
,Trung tâm Quản trị Hệ thống sẽ tiến hành thu hồi email của học viên tốt nghiệp đợt tháng 03/2023 và sinh viên tốt nghiệp đợt tháng 04/2023 dự kiến bắt đầu từ ngày 15/05/2023.,Thong_Tin_Trung_Tam
,Trung tâm Quản trị Hệ thống thông báo thời gian dự kiến thu hồi email của học viên và sinh viên đã tốt nghiệp đợt tháng 11 và 12/2022 là từ ngày 06/02/2023.,Thong_Tin_Trung_Tam
,Trung tâm Quản trị Hệ thống dự kiến từ ngày 31/10/2022 sẽ tiến hành thu hồi email của học viên và sinh viên đã tốt nghiệp đợt tháng 08 và 09/2022.,Thong_Tin_Trung_Tam
,Trung tâm Quản trị Hệ thống ấn định ngày 11/09/2022 là thời gian tiến hành thu hồi email của sinh viên tốt nghiệp đợt tháng 07/2022 và học viên tốt nghiệp đợt tháng 04/2022.,Thong_Tin_Trung_Tam
,"Trung tâm Quản trị Hệ thống thông báo dự kiến từ ngày 17/04/2022 sẽ chính thức thu hồi email của toàn bộ sinh viên, học viên đã tốt nghiệp từ đợt tháng 03/2022 trở về trước.",Thong_Tin_Trung_Tam
,Trung tâm Quản trị Hệ thống tổng hợp và giới thiệu đến sinh viên một số lỗi thường gặp trong quá trình thi trắc nghiệm trực tuyến.,Thong_Tin_Trung_Tam
,Trung tâm Quản trị Hệ thống lưu ý sinh viên khi nhập mật khẩu thi trên hệ thống EXAM bị báo sai cần kiểm tra lại công cụ nhập như kiểu gõ phím và phím Caps Lock.,Thong_Tin_Trung_Tam
,Trung tâm Quản trị Hệ thống yêu cầu sinh viên sử dụng trình duyệt mặc định là Google Chrome để hệ thống Thi Trực Tuyến hoạt động một cách tốt nhất.,Thong_Tin_Trung_Tam
,"Theo quy định của Trung tâm Quản trị Hệ thống, sinh viên dùng điện thoại iPhone để dự thi bắt buộc phải cài thêm trình duyệt Google Chrome và không sử dụng Safari.",Thong_Tin_Trung_Tam
,"Trung tâm Quản trị Hệ thống khuyến khích sinh viên sử dụng máy tính, laptop để dự thi, bao gồm 1 thiết bị vào phòng thi Zoom và 1 thiết bị làm bài thi.",Thong_Tin_Trung_Tam
,"Trung tâm Quản trị Hệ thống hướng dẫn trường hợp sinh viên đăng nhập hệ thống Exam quá sớm, khi đến giờ mở đề cần bấm phím F5 hoặc nhấn vào logo trường để tải lại trang.",Thong_Tin_Trung_Tam
,Trung tâm Quản trị Hệ thống lưu ý nếu sinh viên vừa đăng nhập vào hệ thống mà không thấy lớp dự thi thì cần mở menu để hiển thị mục Các khóa học của tôi.,Thong_Tin_Trung_Tam
,Trung tâm Quản trị Hệ thống nhắc nhở sinh viên kiểm tra kỹ trình duyệt để tránh lỗi tắt tiếng của tab khiến không thể nghe được âm thanh từ bài thi nghe.,Thong_Tin_Trung_Tam
,"Theo Trung tâm Quản trị Hệ thống, nếu bị trục trặc mạng internet hoặc điện làm rớt kết nối bài thi, sinh viên cần nhanh chóng kết nối lại, toàn bộ dữ liệu làm bài trước đó vẫn được lưu trên hệ thống.",Thong_Tin_Trung_Tam
,"Trung tâm Quản trị Hệ thống cho biết nếu sinh viên không thể kết nối lại hệ thống sau sự cố, bài thi sẽ được nộp tự động với những nội dung mà sinh viên đã hoàn thành.",Thong_Tin_Trung_Tam
,Trung tâm Quản trị Hệ thống yêu cầu sinh viên báo cáo ngay với giám thị trong phòng thi trực tuyến Zoom nếu gặp các trường hợp sự cố khác để được giải quyết kịp thời.,Thong_Tin_Trung_Tam
,"Trung tâm Quản trị Hệ thống khuyên sinh viên nên tham gia nhiều lần các kỳ thi thử để kiểm tra thiết bị, làm quen với định dạng đề và cách làm bài thi trực tuyến.",Thong_Tin_Trung_Tam
,"Trung tâm Quản trị Hệ thống khuyến cáo sinh viên nên cài đặt ứng dụng Moodle cho hệ thống exam.iuh.edu.vn để làm bài, giúp hạn chế lỗi trong phần thi nghe.",Thong_Tin_Trung_Tam
,Sinh viên có thể tham khảo đường link hướng dẫn thi trực tuyến trên nền tảng mobile do Trung tâm Quản trị Hệ thống cung cấp tại: https://csm.iuh.edu.vn/quy-dinh-huong-dan/huong-dan-thi-truc-tuyen-he-thongexam-tren-nen-tang-mobile.,Thong_Tin_Trung_Tam
,Trung tâm Quản trị Hệ thống giải thích hiện tượng đang làm bài bị đăng xuất ra màn hình đăng nhập nguyên nhân là do sinh viên đăng nhập cùng lúc trên nhiều thiết bị.,Thong_Tin_Trung_Tam
,Trung tâm Quản trị Hệ thống khuyến cáo sinh viên nếu bị đăng xuất do lộ mật khẩu tài khoản thì cần đăng nhập lại ngay lập tức và tiến hành đổi mật khẩu khác.,Thong_Tin_Trung_Tam
,Trung tâm Quản trị Hệ thống cung cấp tài liệu Cẩm nang học tập trực tuyến dành cho sinh viên trường Đại học Công nghiệp Thành phố Hồ Chí Minh (IUH) tại đường dẫn https://csm.iuh.edu.vn/quy-dinh-huong-dan/cam-nang-hoc-tap-truc-tuyen-danh-cho-sinh-vien-iuh.,Thong_Tin_Trung_Tam
,Sinh viên có thể tham khảo Hướng dẫn thi trực tuyến hệ thống exam trên nền tảng mobile do Trung tâm Quản trị Hệ thống phát hành để chuẩn bị tốt cho các kỳ thi.,Thong_Tin_Trung_Tam
,Trung tâm Quản trị Hệ thống đã cập nhật bài viết Hướng dẫn tân sinh viên K17 tra cứu tham gia kỳ thi sát hạch tiếng Anh chi tiết trên website của đơn vị.,Thong_Tin_Trung_Tam
,"Để sử dụng hệ thống LMS trên nền tảng mobile với ứng dụng Moodle, người dùng có thể xem tài liệu hướng dẫn của Trung tâm Quản trị Hệ thống tại địa chỉ https://csm.iuh.edu.vn/quy-dinh-huong-dan/huong-dan-su-dung-app-moodle-tren-nen-tang-mobile.",Thong_Tin_Trung_Tam
,Trung tâm Quản trị Hệ thống chia sẻ bài viết hướng dẫn công cụ nén file PDF cực tốt nhằm hỗ trợ sinh viên và giảng viên tối ưu hóa tài liệu. ,Thong_Tin_Trung_Tam
,"Nhằm hỗ trợ việc nộp bài, Trung tâm Quản trị Hệ thống đã biên soạn tài liệu Hướng dẫn tạo file PDF với Microsoft Lens và nộp bài tập lên LMS. ",Thong_Tin_Trung_Tam
,Giảng viên có thể tìm đọc Tài liệu tập huấn sử dụng hệ thống e-Learning do Trung tâm Quản trị Hệ thống chuẩn bị thông qua liên kết trên website của đơn vị. ,Thong_Tin_Trung_Tam
,Trung tâm Quản trị Hệ thống cung cấp tài liệu hướng dẫn chi tiết cách để giảng viên khôi phục mật khẩu trên các cổng thông tin trực tuyến của trường. ,Thong_Tin_Trung_Tam
,"Đối với trường hợp sinh viên quên mật khẩu, Trung tâm Quản trị Hệ thống đã ban hành Hướng dẫn khôi phục mật khẩu cổng thông tin sinh viên tại đường dẫn https://csm.iuh.edu.vn/quy-dinh-huong-dan/huong-dan-khoi-phuc-mat-khau-cong-thong-tin-sinh-vien.",Thong_Tin_Trung_Tam
,Trung tâm Quản trị Hệ thống hỗ trợ bài viết Hướng dẫn sử dụng nền tảng MS Teams dành riêng cho sinh viên IUH trong quá trình học tập. ,Thong_Tin_Trung_Tam
,"Để lấy lại mật khẩu email cá nhân, sinh viên vui lòng thực hiện theo Hướng dẫn khôi phục mật khẩu tài khoản Email-IUH do Trung tâm Quản trị Hệ thống cung cấp. ",Thong_Tin_Trung_Tam
,Trung tâm Quản trị Hệ thống đã đăng tải Hướng dẫn cài đặt và kích hoạt bộ Office 365 bản quyền bằng tài khoản Email-IUH của sinh viên. ,Thong_Tin_Trung_Tam
,Trung tâm Quản trị Hệ thống là đơn vị chịu trách nhiệm công bố Quy định về việc quản lý và sử dụng hệ thống thư điện tử của Nhà trường trên trang thông tin nội bộ. ,Thong_Tin_Trung_Tam
,Sinh viên có thể xem Hướng dẫn đăng ký và sử dụng Email-IUH do Trung tâm Quản trị Hệ thống biên soạn tại link https://csm.iuh.edu.vn/quy-dinh-huong-dan/huong-dan-dang-ky-va-su-dung-email-iuh-cho-sinh-vien.,Thong_Tin_Trung_Tam
,Trung tâm Quản trị Hệ thống hướng dẫn chi tiết cách thao tác chức năng điểm danh và nhận tin nhắn trong hệ thống LMS-IUH qua các bài viết hỗ trợ. ,Thong_Tin_Trung_Tam
,Người dùng có thể tìm đọc tài liệu Hướng dẫn đăng nhập hệ thống LMS-IUH trong chuyên mục quy định và hướng dẫn của Trung tâm Quản trị Hệ thống. ,Thong_Tin_Trung_Tam
,Toàn bộ danh sách các quy định và tài liệu hướng dẫn của Trung tâm Quản trị Hệ thống đều được tổng hợp đầy đủ tại địa chỉ truy cập https://csm.iuh.edu.vn/quy-dinh-huong-dan.,Thong_Tin_Trung_Tam
,"Trung tâm thông tin và truyền thông có chức năng tham mưu giúp Hiệu trưởng quản lý các sự kiện truyền thông, các hoạt động quảng bá thương hiệu, quan hệ công chúng, website, các trang fanpage của trường và diễn đàn trên facebook. ",Thong_Tin_Trung_tam
,"Chức năng của trung tâm là tổ chức các hoạt động quảng bá thương hiệu, quản trị website của trường ; xuất bản các ấn phẩm truyền thông của trường; quản lý các băng rôn, khẩu hiệu trong trường. ",Thong_Tin_Trung_tam
,"Trung tâm đảm nhận chức năng tổ chức công tác truyền thông trên các phương tiện thông tin đại chúng, trang mạng xã hội, kênh thông tin nội bộ của trường. ",Thong_Tin_Trung_tam
,"Trung tâm thông tin và truyền thông có chức năng lưu trữ và khai thác dữ liệu hình ảnh, video của trường. ",Thong_Tin_Trung_tam
,"Quản lý đội ngũ dẫn chương trình, biểu diễn văn nghệ cho các chương trình của trường là một trong những chức năng của trung tâm. ",Thong_Tin_Trung_tam
,"Trung tâm có nhiệm vụ chủ trì khai thác, đăng tải các thông tin và quản trị website, fanpage, các kênh truyền thông khác theo phê duyệt. ",Thong_Tin_Trung_tam
,"Nhiệm vụ của trung tâm là tổ chức và quản lý mạng lưới cộng tác viên để thu thập tin tức, đưa tin về các hoạt động của nhà trường trên các phương tiện thông tin đại chúng và các trang fanpage của trường, diễn đàn trên facebook. ",Thong_Tin_Trung_tam
,"Trung tâm thông tin và truyền thông quản lý và khai thác hoạt động của phòng Studio, kênh truyền hình của trường trên Youtube (ICC). ",Thong_Tin_Trung_tam
,"Trung tâm chịu trách nhiệm về nội dung, hình thức thông tin tuyên truyền; đồng thời quản lý hệ thống cơ sở vật chất phục vụ công tác thông tin tuyên truyền. ",Thong_Tin_Trung_tam
,"Tổ chức làm kỷ yếu, bản tin nội bộ, các ấn phẩm của trường là nhiệm vụ của trung tâm thông tin và truyền thông. ",Thong_Tin_Trung_tam
,"Trung tâm chủ trì soạn thảo các thông cáo báo chí cho các buổi lễ kỷ niệm, hội thảo. ",Thong_Tin_Trung_tam
,"Trung tâm có nhiệm vụ quản lý các tài khoản trên mạng xã hội, ghi nhận thông tin các sự kiện liên quan đến hoạt động của toàn trường và hỗ trợ trả lời trực tuyến trên mạng xã hội facebook cho một số hoạt động của trường. ",Thong_Tin_Trung_tam
,Trung tâm thông tin và truyền thông chịu trách nhiệm quản lý và giám sát các đơn vị liên hệ quảng bá sản phẩm cho sinh viên tại trường. ,Thong_Tin_Trung_tam
,Làm đầu mối xây dựng và tổ chức thực hiện kế hoạch quảng bá thương hiệu nhà trường là một trong các nhiệm vụ của trung tâm. ,Thong_Tin_Trung_tam
,"Nhiệm vụ của trung tâm bao gồm chuẩn bị và hỗ trợ tổ chức, dàn dựng các tiết mục văn nghệ, dẫn chương trình cho các chương trình của trường. ",Thong_Tin_Trung_tam
,"Trung tâm khai thác mối quan hệ với các cơ quan thông tin đại chúng để đưa tin, quảng bá thương hiệu của trường. ",Thong_Tin_Trung_tam
,Trung tâm thực hiện các nhiệm vụ khác theo sự phân công của Ban Giám hiệu. ,Thong_Tin_Trung_tam
,Trung tâm thông tin và truyền thông đã đăng tải bài viết về sự kiện Công đoàn Công Thương thăm hỏi và trao quà Tết.,Thong_Tin_Trung_tam
,Đội ngũ trung tâm chịu trách nhiệm ghi hình cho Lễ ký kết với Đại Dũng – Khoa Công nghệ Cơ khí.,Thong_Tin_Trung_tam
,Trung tâm lưu trữ biên bản và hình ảnh của buổi Họp Tổng kết cuối năm ICC.,Thong_Tin_Trung_tam
,Trung tâm đã viết bài truyền thông cho Hoạt động giao lưu tiếng Anh và quảng bá chương trình liên kết ASU của trường.,Thong_Tin_Trung_tam
,Hình ảnh sự kiện đón trường THPT Phan Thanh Giãn và trường THPT Phú Thành A được trung tâm đăng tải trên diễn đàn facebook.,Thong_Tin_Trung_tam
,Bản tin nội bộ kỳ này có nhắc đến sự kiện làm việc với Trường Đại học Hosei do trung tâm biên tập.,Thong_Tin_Trung_tam
,Thông tin về Hội thảo giới thiệu Cuộc thi L’Oreal Brandstorm 2026 đã được trung tâm cập nhật lên fanpage nhà trường.,Thong_Tin_Trung_tam
,Sự kiện Khai mạc Hội giảng Quốc phòng An ninh và Giáo dục thể chất được trung tâm hỗ trợ công tác truyền thông.,Thong_Tin_Trung_tam
,Trung tâm thu thập dữ liệu hình ảnh về buổi tiếp đón Trường THPT Huỳnh Tấn Phát đến tham quan Trường.,Thong_Tin_Trung_tam
,Website của trường do trung tâm quản trị đã đăng bài về lễ sơ kết chương trình chuyển tiếp du học và chuẩn bị giai đoạn 2 tại Mỹ.,Thong_Tin_Trung_tam
,"Trung tâm chủ trì soạn thông cáo báo chí cho Lễ kỷ niệm 76 năm Ngày truyền thống Học sinh, sinh viên và Tuyên dương danh hiệu Sinh viên 5 tốt.",Thong_Tin_Trung_tam
,Hoạt động tập huấn sử dụng bộ nhận dạng thương hiệu do Trung tâm Thông tin và Truyền thông phối hợp tổ chức.,Thong_Tin_Trung_tam
,Video quay lại Workshop “Quản lý Tài chính cá nhân khó hay dễ” đã được đăng lên kênh truyền hình của trường (ICC).,Thong_Tin_Trung_tam
,Đội ngũ cộng tác viên của trung tâm đã tham gia viết tin về Hội thảo Sinh viên Nghiên cứu khoa học Khoa QTKD lần thứ 8.,Thong_Tin_Trung_tam
,Lễ trao tặng xe ô tô của Ngân hàng TMCP Nam Á cho Trường Đại học Công nghiệp TP.HCM được trung tâm quảng bá rộng rãi.,Thong_Tin_Trung_tam
,Hình ảnh rực rỡ của đêm IUH Graduation Fashion Show 2025 do phòng Studio của trung tâm thực hiện.,Thong_Tin_Trung_tam
,Trung tâm chịu trách nhiệm dàn dựng sân khấu và ghi hình toàn bộ Lễ Bế giảng và Trao bằng Tốt nghiệp IUH năm 2025.,Thong_Tin_Trung_tam
,Trung tâm là đơn vị nòng cốt tổ chức truyền thông cho Lễ Công bố Bộ nhận diện Thương hiệu Trường Đại học Công nghiệp TP.HCM năm 2025.,Thong_Tin_Trung_tam
,Đội ngũ dẫn chương trình cho Hội diễn văn nghệ sinh viên năm 2025 được trung tâm quản lý và điều phối.,Thong_Tin_Trung_tam
,Trung tâm giám sát các đơn vị liên hệ quảng bá sản phẩm trong Ngày hội Tuyển dụng Việc làm IUH năm 2025.,Thong_Tin_Trung_tam
,Trung tâm thông tin và truyền thông đã đưa tin về việc Tiếp nhận tài trợ thiết bị từ Lãnh sự quán Trung Quốc tại Thành phố Hồ Chí Minh. ,Thong_Tin_Trung_tam
,Chương trình Giao lưu văn hóa Xuân hoa & Tết Việt được trung tâm hỗ trợ công tác truyền thông. ,Thong_Tin_Trung_tam
,Trung tâm phụ trách ghi nhận thông tin buổi Đánh giá LATS cấp dơn vị chuyên môn cho NCS QLMT5B Đồng Phú Hảo. ,Thong_Tin_Trung_tam
,Hình ảnh Lãnh đạo nhà trường tặng quà Tết cho cho sinh viên được trung tâm lưu trữ trên hệ thống. ,Thong_Tin_Trung_tam
,Phóng sự về Chuyến xe về Tết cho sinh viên (Sinh viên xếp hành lý lên xe) do trung tâm thực hiện. ,Thong_Tin_Trung_tam
,Thông tin buổi Đánh giá LATS cấp đơn vị chuyên môn cho NCS HO5A Nguyễn Văn Thời được trung tâm cập nhật. ,Thong_Tin_Trung_tam
,"Trung tâm cử nhân sự tác nghiệp tại Hội nghị Viên chức, Người lao động cấp đơn vị năm 2026 – Khoa thương mại du lịch. ",Thong_Tin_Trung_tam
,"Bài viết tổng kết Hội nghị viên chức, Người lao động cấp đơn vị năm 2026 – TT Giáo dục Quốc phòng và Thể chất do trung tâm biên tập. ",Thong_Tin_Trung_tam
,"Sự kiện Hội nghị Viên chức, Người lao động cấp đơn vị năm 2026 – Khoa Công nghệ Điện được trung tâm quảng bá trên website. ",Thong_Tin_Trung_tam
,Trung tâm đã tham gia truyền thông cho Hội nghị Khoa học Toán ứng dụng và Khoa học Dữ liệu. ,Thong_Tin_Trung_tam
,Hoạt động Hiến máu tình nguyện được trung tâm thông tin rộng rãi đến sinh viên toàn trường. ,Thong_Tin_Trung_tam
,Lễ ra quân Xuân tình nguyện 2026 là một trong những sự kiện do trung tâm phụ trách đưa tin. ,Thong_Tin_Trung_tam
,"Hình ảnh Hội nghị Viên chức,Người lao động cấp đơn vị năm 2026 Khoa Công Nghệ Thông Tin được trung tâm đăng tải. ",Thong_Tin_Trung_tam
,"Đội ngũ trung tâm đã ghi hình toàn bộ Hội nghị Viên chức, Người lao động cấp đơn vị năm 2026 – Khoa Công nghệ Hóa học. ",Thong_Tin_Trung_tam
,"Trung tâm thông tin và truyền thông chịu trách nhiệm đưa tin về Hội nghị Viên chức, Người lao động cấp đơn vị năm 2026 – Khoa Công nghệ Đông lực. ",Thong_Tin_Trung_tam
,"Trung tâm lưu trữ biên bản Hội nghị Viên chức Người lao động cấp đơn vị năm 2026 – Phòng Đào tạo, Viện Đào tạo QT & Sau ĐH, Phòng Quản lý Khoa học và HTQT, Phòng Khảo thí và Đảm bảo chất lượng. ",Thong_Tin_Trung_tam
,Sự kiện Tổ chức hoạt động viết thư pháp và chụp ảnh check in được trung tâm quảng bá trên fanpage. ,Thong_Tin_Trung_tam
,Trung tâm hỗ trợ đưa tin bài cho Hội nghị Viên chức Người lao động cấp đơn vị năm 2026 – Khoa Công nghệ Điện tử. ,Thong_Tin_Trung_tam
,"Bài viết về Hội nghị Viên chức, Người lao động cấp đơn vị năm 2026 – Khoa Công nghệ May Thời trang do chuyên viên trung tâm thực hiện. ",Thong_Tin_Trung_tam
,"Thông tin Hội nghị Viên chức, Người lao động cấp đơn vị năm 2026 – Khoa Công nghệ Nhiệt lạnh được trung tâm cập nhật. ",Thong_Tin_Trung_tam
,"Trung tâm tham gia tác nghiệp tại Hội nghị Viên chức, Người lao động cấp đơn vị năm 2026 Viện Tài chính – Kế toán. ",Thong_Tin_Trung_tam
,"Hình ảnh sự kiện Hội nghị Viên chức, Người lao động cấp đơn vị năm 2026 – Khoa Công nghệ Cơ khí do trung tâm cung cấp. ",Thong_Tin_Trung_tam
,"Trung tâm đã viết bài truyền thông cho Hội nghị Viên chức, Người lao động cấp đơn vị năm 2026 – Viện CN Sinh học và Thực phẩm. ",Thong_Tin_Trung_tam
,"Sự kiện Hội nghị Viên chức, người lao động cấp đơn vị năm 2026 – Khoa Khoa học sức khỏe được trung tâm đưa tin chi tiết. ",Thong_Tin_Trung_tam
,Trung tâm thông báo về buổi Đánh giá LATS cấp đơn vị chuyên môn cho NCS QLMT6A Huỳnh Công Lực trên website. ,Thong_Tin_Trung_tam
,"Tư liệu về Hội nghị Viên chức, Người lao động cấp đơn vị năm 2026 Khoa ngoại ngữ được trung tâm lưu trữ. ",Thong_Tin_Trung_tam
,"Hội nghị Viên chức, Người lao động cấp đơn vị năm 2026- Khoa quản trị kinh doanh được trung tâm ghi nhận thông tin. ",Thong_Tin_Trung_tam
,Trung tâm lưu trữ biên bản và hình ảnh của buổi Họp Tổng kết cuối năm ICC. ,Thong_Tin_Trung_tam
,Trung tâm đã viết bài truyền thông cho Hoạt động giao lưu tiếng Anh và quảng bá chương trình liên kết ASU của trường tại Ngày hội ngôn ngữ – Around the world cho học sinh 3 khối tại trường và học sinh các trường THPT lân cận. ,Thong_Tin_Trung_tam
,"Đội ngũ trung tâm tham gia truyền thông Hội nghị Viên chức, Người lao động cấp đơn vị năm 2026 Viện Khoa học Công nghệ và Quản lý Môi trường. ",Thong_Tin_Trung_tam
